English Sentence,Amharic Sentence
"South Korea bans all fishery imports from eight Japanese prefectures, amid concern over leaks of radioactive water from the crippled Fukushima nuclear plant.",ደቡብ ኮሪያ በፉኩሺማ ኒውክለር ማብለያ ራድዮአክቲቭ ውሃ ብክለት ምክንያት ከስምንት የጃፓን አውራጃዎች በምታስገባቸው የአሳ ምርቶች ላይ ክልከላ አደረገች።
Results indicate that Sergei Sobyanin will be elected as Mayor of Moscow with over 50 per cent of the vote.,ውጤቶች እንደሚያሳዩት ከ50 በመቶ በላይ ውጤት በማምጣት ሰርጂ ሶቤኒነ የሞስኮ ከንቲባ በመሆን ተመረጠ።
"Mahmoud Badr, the founder of the Tamarod grassroots movement that helped spark the July 2013 Egyptian protests, reportedly survives an assassination attempt.",እ.ኤ.አ በሐምሌ ወር 2013 ዓ.ም የግብፅ ተቃውሞ እንዲነሳ የረዳው የታማሮድ መሰረታዊ እንቅስቃሴ መስራች ማህሙድ ባድር ከግድያ ሙከራ መትረፉ ተዘገበ።
"The Van Gogh Museum in Amsterdam identifies a new Vincent Van Gogh painting, Sunset at Montmajour.",በአምስተርዳም የሚገኘው የቫነ ጎግህ ሙዝየም በሞንትማጆር ፀሃይ ስትጠልቅ የሚባል አዲስ የቪንሰንት ቫን ጎግህን ስእል እንዳገኘ ገለፀ።
The legislature of the US state of California passes a bill banning new sales of semi-automatic rifles with removable magazines.,የካሊፎርኒያ ስቴት የህግ ማውጫ ምክር ቤት አውቶማቲክ ሽጉጦች ሽያጭ ላይ እንዳይውሉ የሚያደርግ ሰርአት አስተላለፈ።
Nigel Evans resigns as Deputy Speaker of the British House of Commons after being charged with eight sexual offences.,ኒጀል ኢቫንስ ከስምንት የወሲባዊ ጥቃቶች ጋር በተያያዘ ከእንግሊዝ ምክርቤት ወይም ሃውስ ኦፍ ኮመንስ ምክትል አፈጉባኤነታቸው ተነሱ።
"The announcement, while confirmed by external research, is still met in some quarters by skepticism.",በውጪ የምርመር አካላት ቢረጋገጥም መግለጫው አሁንም ጥርጣሬ ያሳድራል።
"Naegleria fowleri is found in tap water near New Orleans, marking the first time the pathogenic amoeba has been detected in U.S. public water supply.",በኒው ኦርሊንስ አቅራቢያ በቧንቧ ውሃ ውስጥ ናግሌሪያ ፎውሌሪ ተገኝቷል ፣ ይህም በሽታ አምጪው አሜባ በአሜሪካ የሕዝብ የውሃ አቅርቦት ውስጥ ሲገኝ ለመጀመሪያ ጊዜ ነው።
The head of a United Nations war crimes tribunal states that it is investigating 14 alleged instances of chemical weapons attacks.,የተባበሩት መንግስታት የጦር ፍርድ ቤት 14 የኬሚካል የጦር መሳሪያ ጥቃቶችን በተመለከት ምርመራ እያደረገ እንዳለ አስታወቀ።
The Organisation for the Prohibition of Chemical Weapons reports that Syria has handed over data on its chemical weapons program.,የኬሚካል የጦር መሳሪያዎችን ከልካይ ድርጅት እንዳስታወቀው ሶሪያ በኬሚካል ጦር መሳሪያዎቿ ላይ ያላትን መረጃ እንደሰጠች አስታወቀ።
"President Barack Obama reveals he talked with Iranian President Hassan Rouhani, marking the first time leaders from the U.S. and Iran have directly communicated since the Iranian revolution.",ፕሬዝዳንት ባራክ ኦባማ ከኢራን ፕሬዝዳንት ሀሰን ሩሃኒ ጋር መነጋገራቸውን ገልፀዋል ፣ ይህም ከኢራን አብዮት በኋላ ለመጀመሪያ ጊዜ የአሜሪካ እና የኢራን መሪዎች በቀጥታ ያደረጉት ግንኙነት ነበር።
"In golf, Tiger Woods is named as the PGA Tour's Player of the Year for a record 11th time.",በጎልፍ ታይገር ውድስ ሪከርድ በሆነ ለ11 ኛ ጊዜ የ ፒጂኤ ቱር የአመቱ ምርጥ ተጫዋች ተብሎ ተሰይሟል።
"A Buddhist mob torches more than 70 Muslim homes and stabs a 94-year-old woman to death in Rakhine State, Myanmar.",የቡድሂስት አመፅ ቡድን ከ ሰባ በላይ የሙስሊም ቤቶችን በማቃጠል በማያንማር ራክሂን ግዛት ውስጥ የ 94 ዓመቷን አዛውንት ወግቶ ገሏል።
"The government of Venezuela expels three United States diplomats after accusing them of ""economic sabotage"".",የቬንዚዌላ መንግስት ከኢኮኖሚያዊ አሻጥር ጋር በተያያዘ ሦስት የአሜሪካ ዲፕሎማቶችን አባረረ።
"Scott Carpenter, Mercury 7 astronaut and second American to orbit the earth, dies at 88 following complications from a stroke.",ስኮት ካርፔንተር የተባለውና የሜርኩሪ 7 የጠፈር ተመራማሪ እንዲሁም ሁለተኛው አለምን የተሸከረከረው አሜሪካ በ88 አመቱ ከዚህ አለም በስትሮክ ምክኒያት በሞት ተለየ።
The Islamic State of Iraq and the Levant is accused by Human Rights Watch of killing at least 190 villagers in pro-government areas and kidnapping hundreds more.,ሂውማን ራይትስ ዎች የኢራቁ እስላማዊ መንግስት እና ሌቫነት በ190 የመንግስት ደጋፊ መንደር ነዋሪዎች ግድያን እና አፈና ከሰሰ።
"The World Health Organization reports that a polio outbreak has begun in the war-torn city of Deir Ezzor, Syria.",በጦርነት የተጎዳችው እና በሶሪያ በምትገኘው በዴር ኤዞር ከተማ የፖሊዮ ወረርሽኝ መጀመሩን የዓለም ጤና ድርጅት ዘግቧል።
Tunisian government and opposition leaders are deadlocked during talks over the determination of a new PM tasked with steering the country out of a months-long political crisis.,የቱኒዚያ መንግስት እና የተቃዋሚ መሪዎች በአዲሱ ጠቅላይ ሚኒስተር አገሪቱን ወር ሙሉ ካቆያት ፖለቲካዊ ቀውስ ለማውጣት ከተሰጣቸው ሃላፊነት ጋር በተያያዘ እስካሁን በዝግ እንደተሰበሰቡ ይገኛሉ።
"A solar eclipse sweeps across Africa, Europe and the Eastern United States.",በአፍሪካ፣ በአውሮፓ እና በምስራቃዊ አሜሪካ የፀሃይ ግርዶሽ ተከሰተ።
A 14.82-carat orange diamond sets a world record after it is sold at a Christie's auction in Geneva for $35.5 million.,በጄኔቫ በተደረገ የክሪስቲ ጨረታ የ14.82 ካራት ብርቱካናማ አልማዝ 35.5ሚሊዮን ተሸጦ የአለምን ሪከርድ ሰበረ።
NASA successfully launches its MAVEN space probe on a mission to study Mars' atmosphere.,ናሳ ማቨን( MAVEN) የተሰኘውን መንኩራኩር ወደ ማርስ ከባቢ አየር የሚደረገውን ጉዞ በስኬታማ መልኩ አስጀመረ።
Indonesian protesters gather outside the Australian embassy in Jakarta and protesters burn Australian flags to protest alleged bugging of President Susilo Bambang Yudhoyono's phone.,የኢንዶኔዥያ ተቃዋሚዎች በጃካርታ ከሚገኘው የአውስትራሊያ ኤምባሲ ውጭ ተሰብስበው የፕሬዚዳንት ሱሲሎ ባምባንግ ዩዱዮኖን ስልክ ተጠልፏል የሚባለውን ያልተገራገጠ ግምት ለመቃወም የአውስትራሊያን ባንዲራዎች አቃጥለዋል።
Vietnam passes a new Constitution that reaffirms the dominant position of the Communist Party.,ቬትናም የኮሚኒስት ፓርቲን የበላይነት የሚያረጋግጥ አዲስ ሕገ መንግሥት አፀደቀች።
LAM Mozambique Airlines Flight 470 carrying 27 passengers and six crew members disappears in Namibia.,27 ተሳፋሪዎችን እና ስድስት የበረራ ሰራተኞችን የያዘው የኤል.ኤ.ኤም የሞዛምቢክ አየር መንገድ በረራ 470 አውሮፕላን ናሚቢያ ውስጥ ጠፋ።
Australia and South Korea successfully negotiate a free trade agreement.,አውስትራሊያ እና ደቡብ ኮሪያ ነፃ የንግድ ግንኙነት ስምምነትን በስኬታማ መልኪ ፈፅመዋል።
A record level of smog is reported in Shanghai causing officials to issue the highest level health warning and delaying of hundreds of flights.,ሻንጋይ ውስጥ ሪከርድ ሆኖ በተመዘገበው ጭስ እና ጭጋግ ምክንያት ባለሥልጣናት ከፍተኛ የጤና ማስጠንቀቂያ እንዲሰጡ እና በመቶዎች የሚቆጠሩ በረራዎችም እንዲዘገዩ ማድረጉ ተዘግቧል።
Barack Obama and Raul Castro exchange handshakes despite a United States embargo against Cuba.,አሜሪካ በኩባ ላይ ማዕቀብ የጣለች ቢሆንም ባራክ ኦባማ እና ራውል ካስትሮ እጅ ለእጅ ተጨባብጠዋል።
"Prince Harry and his ""Walking with the Wounded"" team reach the South Pole after three weeks trekking in the Antarctic.","ልዑል ሃሪ እና ""ከተጎዱት ጋር እንራመድ"" ቡድኑ ከ ሶስት ሳምንታት በ|ላ በአንታርክቲክ ላይ ጉዞ ካደረጉ በ|ላ ደቡብ ዋልታ ላይ ደርሰዋል።"
Tunisian politicians select Mehdi Jomaa as the acting Prime Minister of Tunisia until new elections are called.,የቱኒዚያ ፖለቲከኞች አዲስ ምርጫ እስከሚደረግ መዲ ጆማን ተጠባባቂ ጠቅላይ ሚኒስቴር አድርገው ሾሙ።
Four buildings are evacuated on the Harvard University campus after unconfirmed claims that bombs were planted in them.,በሃርቫርድ ዩኒቨርሲቲ ካምፓስ ውስጥ ቦምቦች ተተክለዋል በሚል ያልተረጋገጡ መግለጫዎች ሳቢያ ሰዎች አራት የዩኒቨርሲቲውን ሕንጻዎች ለቀው ወተዋል።
Several prominent Turkish businessmen and the sons of three cabinet ministers are arrested as part of an investigation into alleged bribery and corruption.,በጉቦ እና በሙስና በተጠረጠሩበት ምርመራ በርካታ ታዋቂ የቱርክ ነጋዴዎች እና የሶስት የካቢኔ ሚኒስትሮች ልጆች በእስር ላይ ውለዋል።
American businessman Jacob Ostreicher escapes Bolivia two years after being imprisoned without charge.,የአሜሪካው ነጋዴ ጃኮብ ኦስትሬቸር ካለምንም ክስ ለሁለት አመት ከታስረበት ቦሊቪያ አመለጠ።
"The United Nations says that they have discovered a mass grave containing 75 bodies in Unity State, and two other mass graves have been reported in Juba.",የተባበሩት መንግስታት ድርጅት በዩኒቲ ግዛት 75 አስከሬኖችን የያዘ የጅምላ መቃብር ማግኘቱን ገልፆ ሌሎች ሁለት የጅምላ መቃብሮችም በጁባ መገኘታቸውን አስታውቋል።
Seven-time Formula One drivers' champion Michael Schumacher is reported to be in critical condition after brain surgery in Grenoble for a head injury suffered while skiing in the French Alps.,የሰባት ጊዜ ፎርሙላ አንድ የአሽከርካሪዎች ሻምፒዮን ማይክል ሹማከር በፈረንሣይ የአልፕስ ተራሮች ላይ በበረዶ መንሸራተት ላይ ሳለ በደረሰበት የጭንቅላት ጉዳት በግሬኖብል የአንጎል ቀዶ ጥገና ከተደረገለት በኋላ በአስጊ ሁኔታ ላይ እንደሚገኝ ተዘግቧል።
Latvia becomes the 18th EU member state to adopt the euro despite public opposition.,ላትቪያ ሕዝባዊ ተቃውሞ ቢያጋጥማትም ዩሮን መጠቀም በመጀመር 18 ኛዋ የአውሮፓ ኅብረት አባል ሆናለች።
Two suspected Al-Qaeda militants are killed in a U.S. drone strike in the southeastern province of Hadhramaut.,በደቡብ ምስራቃዊ ሃድራማኡት ሁለት የአልቃይዳ አባል እንደሆኑ የተጠረጠሩ ሚሊሻዎች በአሜሪካ ሰው አልባ ድሮኖች ተገደሉ።
Alberta Health Services confirms first avian flu death in Alberta.,በአልበርታ የመጀመሪያውን በወፍ ጉንፋን የተጠቃ ሰው ሞት እንደተመዘገበ የአልበርታ ጤና መምሪያ አስታወቀ።
U.S. sports personality and Basketball Hall of Famer Dennis Rodman defends his visits to North Korea after he is criticized by the family of an American detainee.,የአሜሪካው የስፖርቶች ከፍተኛ ተሸላሚ እና የቅርጫት ኳስ ምንጊዜም ምርጥ ተጫዋች ዴኒስ ሮድማን ወደ ሰሜን ኮሪያ ካደረገው ጉብኝት በ|ላ በሰሜን ኮሪያ ቤተሰባቸው ከተያዘባቸው ግለሰቦች ለደረሰበት ትችት ማስተባበያ ሰጠ።
Protesters gather in Bangkok to shut down the city centre in an effort to bring down the government of Prime Minister of Thailand Yingluck Shinawatra.,ተቃዋሚዎች ጠቅላይ ሚኒስተሩን ከስልጣን ላይ ለማውረድ የባንኮክ ማእከላዊ ከተማ በመዝጋት ከእንቅስቃሴ ውጪ እንዲሆን አደረጉ።
